ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,PAGOEXITOSO,MOTIVORECHAZO,DIRECCIONMOSTRAR,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
45691665,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,APTOS,NULL,"cra. 8 # 96 - 47",ABANDONADO,1609459287034,"2021-01-01 00:01:27",NULL,11001,17089102,NULL,"EDF MADEROS DEL PARQUE PTO 506 ///PORTERIA",4.67741791,NULL,-74.04132308,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,1778612,NULL,1778612,NULL,NULL,NULL,"kr 8 # 96 - impar",NULL,"CHICO NORTE II",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691666,126,NULL,90,NULL,NULL,NULL,NULL,NULL,60,"TIENDA LA 35",NULL,"cra. 20c  65 04 sur",ABANDONADO,1609459287572,"2021-01-01 00:01:27",NULL,11001,,NULL,"PANADERIA EL REY",4.56345446,NULL,-74.14688771,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,3591949,NULL,3591949,NULL,NULL,NULL,"kr 20 c # 65 sur - par",NULL,"SAN FRANCISCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691667,NULL,NULL,180,NULL,NULL,NULL,NULL,10600,60,NULL,"kr 102 # 70 - 15","cra. 69q #7437",ABANDONADO,1609459288409,"2021-01-01 00:01:28",NULL,11001,NULL,NULL,NULL,4.6868316,4.7026717,-74.088561,-74.1204155,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,398016,NULL,NULL,NULL,NULL,NULL,"kr 69 q # 743 - par",NULL,"SIN BARRIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691668,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,60,NULL,"kr 74a # 42g - 58 sur","kr 11 # 14 - 18",ABANDONADO,1609459288530,"2021-01-01 00:01:28",NULL,25754,NULL,NULL,NULL,4.5855835,4.6103133,-74.2187037,-74.1590483,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9345494,NULL,NULL,NULL,NULL,NULL,"kr 11 # 14 - par",NULL,TEQUENDAMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691669,NULL,NULL,180,NULL,NULL,NULL,NULL,9400,60,NULL,"Calle 38f Sur #68d-1","kr 82b # 41d - 27 sur",ABANDONADO,1609459288539,"2021-01-01 00:01:28",NULL,11001,NULL,NULL,NULL,4.6290338,4.6019769,-74.1668544,-74.1374909,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8858704,NULL,NULL,NULL,NULL,NULL,"kr 82 b # 41 d sur - impar",NULL,CONCORDIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691670,NULL,NULL,180,NULL,NULL,NULL,NULL,12900,60,NULL,"CL 16J # 96C - 24","kr 94h # 83b - 3",ABANDONADO,1609459289446,"2021-01-01 00:01:29",NULL,11001,NULL,NULL,NULL,4.710099554846552,4.668064272000038,-74.10356473177671,-74.1427729639999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9186270,NULL,NULL,NULL,NULL,NULL,"kr 94 h # 83 b - impar",NULL,"CIUDAD QUIRIGUA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691671,NULL,128568,180,5,5,152717861858815851447,...,17500,60,NULL,"KR 5BIS # CL 22A SUR (BOGOTA)","cl 6c # 82a - 25",CUMPLIDO,1609459289476,"2021-01-01 00:01:29",NULL,11001,NULL,NULL,NULL,4.641322343905874,4.571414921000041,-74.15301326662302,-74.09104750199992,EFECTIVO,NULL,APP,WHR434,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,3597268,NULL,NULL,152717861858815851447,NULL,NULL,"cl 6 c # 82 a - impar","Pago definido/preliquidado por 17500","CIUDAD TECHO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691672,NULL,105746,180,NULL,NULL,104292703035323025884,...,18300,60,NULL,"Jardín Botánico de Bogotá","cl 41c sur # 78b - 96",CANCELADO,1609459289512,"2021-01-01 00:01:29",NULL,11001,NULL,NULL,NULL,4.615941837707582,4.66825245957466,-74.15774133056402,-74.09711703658104,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8777526,NULL,NULL,104292703035323025884,NULL,"USU|AppUsuario|Antes de asignacion","cl 41 c sur # 78 b - par",NULL,TIMIZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691673,NULL,140538,180,5,5,159127529295611187471,...,11200,60,NULL,"DG 83A # TV 82B (BOGOTA)","cl 127b bis # 53a - 68",CUMPLIDO,1609459289515,"2021-01-01 00:01:29",NULL,11001,NULL,NULL,NULL,4.711651651414749,4.70481179300009,-74.06166225671768,-74.09691553599993,EFECTIVO,NULL,APP,WNV568,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9131539,NULL,NULL,159127529295611187471,NULL,NULL,"cl 127 b bis # 53 a - par","Pago definido/preliquidado por 11200","URB. HACIENDA CORDOBA NIZA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691674,NULL,NULL,180,NULL,NULL,NULL,NULL,15200,60,NULL,"TV 18Q # 71 - 32 Sur","cl 1d # 40b - 19",ABANDONADO,1609459289936,"2021-01-01 00:01:30",NULL,11001,NULL,NULL,NULL,4.6083630666638244,4.545749072439099,-74.11506034433842,-74.15159605443478,EFECTIVO,NULL,APP,NULL,NULL,5000,NORMAL,TIEMPO_RUTA,NORMAL,0,8888016,NULL,NULL,NULL,NULL,NULL,"cl 1 d # 40 b - impar",NULL,JAZMIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691675,NULL,NULL,180,NULL,NULL,NULL,NULL,22100,60,NULL,"Panaderia y Cafeteria Mi Rubis de la 41","kr 65 # 11 - 30",ABANDONADO,1609459289992,"2021-01-01 00:01:30",NULL,11001,NULL,NULL,NULL,4.632370696383172,4.5464204,-74.11614932119846,-74.082498,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9069519,NULL,NULL,NULL,NULL,NULL,"kr 65 # 11 - par",NULL,"SALAZAR GOMEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691676,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cra. 63 # 23 a - 84",ABANDONADO,1609459290176,"2021-01-01 00:01:30",NULL,11001,17089103,NULL,"AMPLIO   CONJ  RIVERAS PARANA - PPL//HRA",4.6453016,NULL,-74.10377622,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4521292,NULL,4521292,NULL,NULL,NULL,"kr 63 # 23 a - par",NULL,"CIUDAD SALITRE SUR-ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691677,NULL,NULL,180,NULL,NULL,NULL,NULL,7600,60,NULL,"carrera 10 este # 54a - 62 sur","calle 31b sur 1a",ABANDONADO,1609459290415,"2021-01-01 00:01:30",NULL,11001,NULL,NULL,NULL,4.5627,4.535085289000052,-74.09438,-74.0914474189999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8881647,NULL,NULL,NULL,NULL,NULL,"cl 31 b sur # 1 a - par",NULL,"BELLO HORIZONTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691678,376,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 51b 81i 31 sur",ABANDONADO,1609459290987,"2021-01-01 00:01:31",NULL,11001,,NULL,"VILLA ANDREA CASA/ SON DOS CARROS",4.62191477,NULL,-74.17555645,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,4454594,NULL,4454594,NULL,NULL,NULL,"cl 51 b sur # 81 i - impar",NULL,"JORGE URIBE BOTERO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691679,NULL,NULL,180,NULL,NULL,NULL,NULL,27300,60,NULL,"Colegio La Belleza - Los Libertadores Sede a","kr 88f bis a # 59b - 16 sur",ABANDONADO,1609459291179,"2021-01-01 00:01:31",NULL,11001,NULL,NULL,NULL,4.627137738050341,4.53044,-74.1916699334979,-74.09219,EFECTIVO,NULL,APP,NULL,NULL,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,9396877,NULL,NULL,NULL,NULL,NULL,"kr 88 f bis a # 59 b sur - par",NULL,"LA LIBERTAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691680,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"cra. 51 # 145 a - 36",ABANDONADO,1609459291856,"2021-01-01 00:01:31",NULL,11001,17089104,NULL,CASA,4.7291075,NULL,-74.05374875,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,3749671,NULL,3749671,NULL,NULL,NULL,"kr 51 # 145 a - par",NULL,"SANTA HELENA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691681,NULL,NULL,180,NULL,NULL,NULL,NULL,15100,60,NULL,"Calle 57J Sur # 72D - 70","cl 49 sur # 5n - 88",ABANDONADO,1609459292328,"2021-01-01 00:01:32",NULL,11001,NULL,NULL,NULL,4.554695457226376,4.597923094000066,-74.11536879837513,-74.1680539379999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,3519812,NULL,NULL,NULL,NULL,NULL,"cl 49 sur # 5 n - par",NULL,"MARRUECOS II SECTOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691682,NULL,165378,180,5,5,105489196516286729447,...,12200,60,NULL,"CL 64B # KR 105I (BOGOTA)","cl 130 # 88c - 24",CUMPLIDO,1609459292658,"2021-01-01 00:01:32",NULL,11001,NULL,NULL,NULL,4.7258733056653535,4.699121142000081,-74.08730786293744,-74.12810565099994,EFECTIVO,NULL,APP,GUV801,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8830164,NULL,NULL,105489196516286729447,NULL,NULL,"cl 130 # 88 c - par","Pago definido/preliquidado por 12200",NARANJOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691683,NULL,NULL,180,NULL,NULL,NULL,NULL,19600,32,NULL,"El Vallado","av. 3h nte. #50-35, cali, valle del cauca, colombia",ABANDONADO,1609459293322,"2021-01-01 00:01:33",NULL,76001,NULL,NULL,NULL,3.4860968035559905,3.4069183,-76.51884365826845,-76.4989603,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8850717,NULL,NULL,NULL,NULL,NULL,"av 3 h # 50 norte - impar",NULL,"URBANIZACION LA FLORA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691684,NULL,142358,180,5,5,148976575152489721662,...,7500,60,NULL,"CL 156 # AK 7 (BOGOTA)","cl 172a # 8 - 20",CUMPLIDO,1609459293679,"2021-01-01 00:01:33",NULL,11001,NULL,NULL,NULL,4.751014265213045,4.731561999999999,-74.0282241627574,-74.02431399999999,EFECTIVO,NULL,APP,WNT909,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8163023,NULL,NULL,148976575152489721662,NULL,NULL,"cl 172 a # 8 - par","Pago definido/preliquidado por 7500","SIN BARRIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691685,NULL,NULL,180,NULL,NULL,NULL,NULL,6100,60,NULL,"CL 19 # 96C - 65","kr 83 # 13d - 15",ABANDONADO,1609459293841,"2021-01-01 00:01:33",NULL,11001,NULL,NULL,NULL,4.6545586238737755,4.670294793000039,-74.13971185684204,-74.14046561499993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8771900,NULL,NULL,NULL,NULL,NULL,"kr 83 # 13 d - impar",NULL,"EL VERGEL OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691686,NULL,NULL,180,NULL,NULL,NULL,NULL,21300,60,NULL,"Biblioteca Tintal - Estación de Transmilenio","cl 148 # 104 - 12",ABANDONADO,1609459293932,"2021-01-01 00:01:34",NULL,11001,NULL,NULL,NULL,4.748419786459972,4.6378876413075325,-74.09540377557278,-74.15936174855808,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8944063,NULL,NULL,NULL,NULL,NULL,"cl 148 # 104 - par",NULL,TIBABUYES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691687,NULL,NULL,180,NULL,NULL,NULL,NULL,7300,60,NULL,"Carrera 3d #33-35, Bogotá, Colombia","kr 12 # 13 - 13",ABANDONADO,1609459294227,"2021-01-01 00:01:34",NULL,11001,NULL,NULL,NULL,4.6026202841370125,4.6186948,-74.07813034951688,-74.064314,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8713755,NULL,NULL,NULL,NULL,NULL,"kr 12 # 13 - impar",NULL,"LA CAPUCHINA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691688,NULL,NULL,180,NULL,NULL,NULL,NULL,22700,60,NULL," calle 73b sur","calle 36 # 21 - 34",ABANDONADO,1609459294482,"2021-01-01 00:01:34",NULL,11001,NULL,NULL,NULL,4.625761932434704,4.6034689,-74.07516755690823,-74.199816,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8745019,NULL,NULL,NULL,NULL,NULL,"cl 36 # 21 - par",NULL,"LA SOLEDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691689,NULL,NULL,180,NULL,NULL,NULL,NULL,7000,60,NULL,"Carrera 51B 41BIS S","cl 52b sur # 24d - 0",ABANDONADO,1609459295199,"2021-01-01 00:01:35",NULL,11001,NULL,NULL,NULL,4.578169161090153,4.59615,-74.13345895707607,-74.13105,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9386258,NULL,NULL,NULL,NULL,NULL,"cl 52 b sur # 24 d - par",NULL,"EL TUNAL ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691690,NULL,NULL,180,NULL,NULL,NULL,NULL,6400,60,NULL,"KR 78H # 60A - 32 Sur","kr 77k # 57d - 59 sur",ABANDONADO,1609459295460,"2021-01-01 00:01:35",NULL,11001,NULL,NULL,NULL,4.606066828120028,4.604314157000091,-74.1735452413559,-74.18129419899992,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9381433,NULL,NULL,NULL,NULL,NULL,"kr 77 k # 57 d sur - impar",NULL,"LA UNIDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691691,NULL,NULL,180,NULL,NULL,NULL,NULL,5600,60,NULL,"carrera 15f # 80 - 53 sur","kr 17b # 66a - 19 sur",ABANDONADO,1609459296043,"2021-01-01 00:01:36",NULL,11001,NULL,NULL,NULL,4.551724593347381,4.535811434000038,-74.13788828998804,-74.13796609199994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9060653,NULL,NULL,NULL,NULL,NULL,"kr 17 b # 66 a sur - impar",NULL,"LA ALAMEDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691692,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"kr 16 # 61 - 14",ABANDONADO,1609459296071,"2021-01-01 00:01:36",NULL,11001,17089109,NULL,"EDF APTO 302 SOLICITAN UN VEHICULO AMPLIO SE DIRIJEN AL AEROPUERTO",4.64849234,NULL,-74.06691078,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,3336822,NULL,3336822,NULL,NULL,NULL,"kr 16 # 61 - par",NULL,"CHAPINERO SUR OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691693,NULL,NULL,180,NULL,NULL,NULL,NULL,5900,60,NULL,"Las Atalayas","cl 49 sur # 88c - 15",ABANDONADO,1609459296264,"2021-01-01 00:01:36",NULL,11001,NULL,NULL,NULL,4.631871095735954,4.63358,-74.17876482009888,-74.19635,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8946364,NULL,NULL,NULL,NULL,NULL,"cl 49 sur # 88 c - impar",NULL,BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691694,NULL,NULL,180,NULL,NULL,NULL,NULL,21600,60,NULL,"carrera 37 0-004","cl 63 sur # 100a - 98",ABANDONADO,1609459296406,"2021-01-01 00:01:36",NULL,11001,NULL,NULL,NULL,4.63989039536964,4.60285,-74.20081458985806,-74.11151,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,8898649,NULL,NULL,NULL,NULL,NULL,"cl 63 sur # 100 a - par",NULL,"CHICO SUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691695,NULL,NULL,180,NULL,NULL,NULL,NULL,10100,60,NULL,"KR 23 # 65B - 37 Sur","cl 57z sur # 76a - 90",ABANDONADO,1609459296439,"2021-01-01 00:01:36",NULL,11001,NULL,NULL,NULL,4.5949434509822575,4.566749391000087,-74.18126229196787,-74.1490235309999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8177041,NULL,NULL,NULL,NULL,NULL,"cl 57 z sur # 76 a - par",NULL,PRIMAVERA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691696,NULL,142361,90,NULL,NULL,150116998399287984188,...,NULL,32,"ALFONSO LOPEZ 1",NULL,"cr 7e bis # 72a 33",CANCELADO,1609459296401,"2021-01-01 00:01:36",NULL,76001,Sip/Cali_4444444,NULL,,3.46143331,NULL,-76.48103415,NULL,EFECTIVO,NULL,IVR,WMX307,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4259613,NULL,4259613,150116998399287984188,NULL,NULL,"kr 7 e bis # 72 a - impar",NULL,"ALFONSO LOPEZ II ETAPA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691697,NULL,NULL,180,NULL,NULL,NULL,NULL,20600,60,NULL,"Cai Roma","kr 118b # 69c - 30",ABANDONADO,1609459296513,"2021-01-01 00:01:36",NULL,11001,NULL,NULL,NULL,4.715372993482978,4.613436838999974,-74.13620755076408,-74.17560249799999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9168326,NULL,NULL,NULL,NULL,NULL,"kr 118 b # 69 c - par",NULL,"CENTRO ENGATIVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691698,NULL,NULL,180,NULL,NULL,NULL,NULL,11400,60,NULL,"Calle 9 Sur # 20 - 35","kr 73b bis a # 36 - 41 sur",ABANDONADO,1609459296773,"2021-01-01 00:01:36",NULL,11001,NULL,NULL,NULL,4.61943309812472,4.59055234200008,-74.14771590381861,-74.09805513599991,TARJETA,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8412332,NULL,NULL,NULL,NULL,NULL,"kr 73 b bis a # 36 sur - impar",NULL,"SUPER MANZANA 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691699,NULL,NULL,180,NULL,NULL,NULL,NULL,8300,60,NULL,"Carmiña Villegas","ak 24 # 40 - 86",ABANDONADO,1609459297430,"2021-01-01 00:01:37",NULL,11001,NULL,NULL,NULL,4.63124851597396,4.65264,-74.07471891492605,-74.05756,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,7037866,NULL,NULL,NULL,NULL,NULL,"ak 24 # 40 - par",NULL,"LA SOLEDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691700,NULL,NULL,180,NULL,NULL,NULL,NULL,9600,60,NULL,"KR 100A # 141 - 10","kr 58d # 146a - 98",ABANDONADO,1609459297382,"2021-01-01 00:01:37",NULL,11001,NULL,NULL,NULL,4.733972053552073,4.742553981000071,-74.06551256775856,-74.0922546459999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8526983,NULL,NULL,NULL,NULL,NULL,"kr 58 d # 146 a - par",NULL,"SANTA HELENA I",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691701,NULL,NULL,180,NULL,NULL,NULL,NULL,10200,60,NULL,"Ciudad Tintal II Etapa 8 Mz 4B","kr 96g # 22k - 0",ABANDONADO,1609459297538,"2021-01-01 00:01:37",NULL,11001,NULL,NULL,NULL,4.674771298520106,4.65421,-74.13611434400082,-74.16052,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,4629260,NULL,NULL,NULL,NULL,NULL,"kr 96 g # 22 k - par",NULL,FERROCAJA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691702,NULL,NULL,180,NULL,NULL,NULL,NULL,5500,60,NULL,Class,"cl 45a sur # 80g - 33",ABANDONADO,1609459297803,"2021-01-01 00:01:37",NULL,11001,NULL,NULL,NULL,4.6218054878287615,4.61409,-74.16859991848469,-74.17903,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9037387,NULL,NULL,NULL,NULL,NULL,"cl 45 a sur # 80 g - impar",NULL,"GRAN BRITALIA I",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691703,NULL,NULL,180,NULL,NULL,NULL,NULL,19700,60,NULL,"DG 52D Sur # 25 - 36","kr 29 # 73 - 80",ABANDONADO,1609459298620,"2021-01-01 00:01:38",NULL,11001,NULL,NULL,NULL,4.667512913000053,4.579001171000073,-74.07042067099991,-74.13584929199993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8938202,NULL,NULL,NULL,NULL,NULL,"kr 29 # 73 - par",NULL,"ONCE DE NOVIEMBRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691704,NULL,164984,180,5,NULL,157116263431488846128,...,6500,60,NULL,"CL 75B SUR # TV 73GBIS (BOGOTA)","cl 59 sur # 60 - 37",CUMPLIDO,1609459298638,"2021-01-01 00:01:38",NULL,11001,NULL,NULL,NULL,4.584448871450368,4.576644955608234,-74.15438923984766,-74.17018421042394,EFECTIVO,NULL,APP,FVL061,4,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,8647116,NULL,NULL,157116263431488846128,NULL,NULL,"cl 59 sur # 60 - impar","Pago definido/preliquidado por 6500",ATLANTA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691705,NULL,NULL,180,NULL,NULL,NULL,NULL,22400,60,NULL,"calle 71 # 69m - 38","cl 62 sur # 81d - 89",ABANDONADO,1609459299019,"2021-01-01 00:01:39",NULL,11001,NULL,NULL,NULL,4.61294148551131,4.682341690000044,-74.18674305081367,-74.09187092199994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8843196,NULL,NULL,NULL,NULL,NULL,"cl 62 sur # 81 d - impar",NULL,BOSA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691706,NULL,NULL,180,NULL,NULL,NULL,NULL,14700,60,NULL,"CL 36F Sur # 2 - 67 Este","kr 64 # 2b - 27",ABANDONADO,1609459299314,"2021-01-01 00:01:39",NULL,11001,NULL,NULL,NULL,4.6207774,4.55758142600007,-74.1227788,-74.09306334599995,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9269578,NULL,NULL,NULL,NULL,NULL,"kr 64 # 2 b - impar",NULL,GALAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691707,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"ak 60 # 22 - 75",CANCELADO,1609459299350,"2021-01-01 00:01:39",NULL,11001,NULL,NULL,NULL,4.641320004669087,NULL,-74.1050023958087,NULL,EFECTIVO,NULL,APP,NULL,NULL,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,8403054,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","ak 60 # 22 - impar",NULL,"CIUDAD SALITRE SUR-ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
