,ID,COSTO,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,IDCIUDAD,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,LOCALIDAD,LOCALIDADDESTINO
31,48167712,,,cra 16 82 57 ,ABANDONADO,1617235227985,11001,4.66820876,,-74.05697184,,EFECTIVO,CHAPINERO,
32,48167713,7800.0,Avenida Calle 68 39-39,ak 50 # 91 - 22,ABANDONADO,1617235228311,11001,4.679904323562602,4.66519,-74.06491845846176,-74.07768,VALE,BARRIOS UNIDOS,BARRIOS UNIDOS
33,48167714,6600.0,KR 106A # 156 - 98,cl 157c # 91 - 86,ABANDONADO,1617235228615,11001,4.7545840381764455,4.757424369000091,-74.07898999750614,-74.09206310799993,EFECTIVO,SUBA,SUBA
34,48167715,11300.0,Barrio Alqueria,kr 71b bis # 12 - 0,CANCELADO,1617235228713,11001,4.639736673767193,4.599340826550905,-74.1281820461154,-74.13360094399789,EFECTIVO,KENNEDY,PUENTE ARANDA
35,48167716,,,cl 46 # 33c 12,ABANDONADO,1617235229105,76001,3.414355,,-76.50027646,,EFECTIVO,,
36,48167717,7000.0,AV 4 NORTE # 14 NORTE 38,av 4 norte # 14 norte 38,CUMPLIDO,1617235229379,76001,3.4573419094085693,3.4389417,-76.53206634521484,-76.5326837,EFECTIVO,,
37,48167718,6500.0,AC 68 Sur # 69 - 10,tv 22 # 69c - 13 sur,ABANDONADO,1617235229613,11001,4.565112601330954,4.583103367104023,-74.15477178990841,-74.15850408375263,EFECTIVO,CIUDAD BOLIVAR,CIUDAD BOLIVAR
38,48167719,,CL 12 # 79 3,cl 12 # 79 3,CANCELADO,1617235229711,76001,3.38799374,3.38799374,-76.53924226,-76.53924226,EFECTIVO,,
39,48167720,10800.0,AK 72 # 80 - 94,tv 94 # 128c - 46,CUMPLIDO,1617235230620,11001,4.725163933973096,4.69491702200008,-74.09423567354679,-74.0863574499999,EFECTIVO,SUBA,ENGATIVA
40,48167721,8300.0,Centro Médico Colsubsidio Chicala,kr 77k # 65j - 46 sur,ABANDONADO,1617235231510,11001,4.599158333432074,4.62365,-74.18768666666666,-74.17931,EFECTIVO,BOSA,BOSA
41,48167722,6500.0,AC 68 Sur # 69 - 10,tv 22 # 69c - 13 sur,ABANDONADO,1617235231690,11001,4.565112601330954,4.583103367104023,-74.15477178990841,-74.15850408375263,EFECTIVO,CIUDAD BOLIVAR,CIUDAD BOLIVAR
42,48167723,7800.0,Cl. 70 #8,cl 64 a # 6 - 55,ABANDONADO,1617235231838,76001,3.464778992700593,3.4474437,-76.4888770133257,-76.4896345,EFECTIVO,,
43,48167724,6900.0,CL 88 Sur # 88C - 90,kr 86 # 64 - 29 sur,CANCELADO,1617235232441,11001,4.6182590981426594,4.620937940690427,-74.19048439711334,-74.21188674867153,EFECTIVO,BOSA,BOSA
44,48167725,18800.0,carrera 117 67-73,cl 69 # 11a - 42,CANCELADO,1617235234380,11001,4.6551708,4.71368,-74.0617409,-74.13686,EFECTIVO,CHAPINERO,ENGATIVA
45,48167726,18100.0,Cl. 12a #71b-61,ak 45 # 108 - 27,ABANDONADO,1617235236039,11001,4.69602894819651,4.640941100000001,-74.05658215284348,-74.1281386,TARJETA,SUBA,KENNEDY
46,48167727,7700.0,Centro Comercial Unicentro,cl 134a # 16 - 50,ABANDONADO,1617235237815,11001,4.718201494165298,4.702219729361332,-74.04401734471323,-74.0414447709918,TARJETA,USAQUEN,USAQUEN
47,48167728,5000.0,El Refugio,cl 25c # 102 - 14,CANCELADO,1617235238753,11001,4.685945211912748,4.68422,-74.13287691771984,-74.13319,EFECTIVO,FONTIBON,FONTIBON
48,48167729,13000.0,Calle 19A # 82 - 65,cl 44 # 50 - 65,CUMPLIDO,1617235239084,11001,4.643339765653084,4.661562294000078,-74.0914461761713,-74.13279066099994,EFECTIVO,TEUSAQUILLO,FONTIBON
49,48167730,15500.0,Colegio Distrital Fernando Mazuera Villegas,ac 17 # 87 - 19,CANCELADO,1617235241837,11001,4.660553949577946,4.606,-74.13725327700377,-74.1913,EFECTIVO,FONTIBON,BOSA
50,48167731,15200.0,Barrio Boita,kr 18a # 73 - 29 sur,ABANDONADO,1617235241966,11001,4.544280836018263,4.603580552312068,-74.14307367056608,-74.15451315067898,EFECTIVO,CIUDAD BOLIVAR,KENNEDY
51,48167732,,,kr 15 # 17 - 54,ABANDONADO,1617235243183,11001,4.607620156940829,,-74.07773304730654,,EFECTIVO,LOS MARTIRES,
52,48167733,10400.0,KR 13A # 60 - 72,cl 79 # 68g - 15,ABANDONADO,1617235244318,11001,4.684953771984086,4.64766,-74.08173188567162,-74.064367,TARJETA,ENGATIVA,CHAPINERO
53,48167734,16000.0,Calle 149 54A-29,kr 7 # 79b - 19,CUMPLIDO,1617235244762,11001,4.661589534074812,4.73228,-74.05036579817533,-74.05692,EFECTIVO,CHAPINERO,SUBA
54,48167735,13600.0,calle 67a sur 18p,cl 65j sur # 78c - 57,ABANDONADO,1617235246414,11001,4.602152745274053,4.55476,-74.18675512075424,-74.14712,EFECTIVO,BOSA,CIUDAD BOLIVAR
55,48167736,11200.0,carrera 22f # 62 - 12 sur,cl 16 sur # 16 - 52,ABANDONADO,1617235246789,11001,4.585233580714223,4.567992587000049,-74.09910622984171,-74.1461372309999,EFECTIVO,ANTONIO NARINO,CIUDAD BOLIVAR
56,48167737,,,cra. 106 # 12 b - 155,ABANDONADO,1617235247309,76001,3.36420683,,-76.53823699,,EFECTIVO,,
57,48167738,,KR 111 # 143 - 27,cl 142c # 151a - 5,ABANDONADO,1617235248899,11001,4.7510760781743855,4.7481157322904,-74.12225469946861,-74.10064782947302,EFECTIVO,SUBA,SUBA
58,48167739,5600.0,cl 47a sur # 0 - 21 este,cl 48u bis sur # 5 - 24,ABANDONADO,1617235250762,11001,4.548851643681072,4.54691142900009,-74.10974588245153,-74.10043971199991,EFECTIVO,RAFAEL URIBE URIBE,SAN CRISTOBAL
59,48167740,12000.0,KR 103B # 82 - 49,cl 95 # 71 - 45,CANCELADO,1617235253227,11001,4.695603908470529,4.716086181000094,-74.08300593495369,-74.11118546999995,EFECTIVO,SUBA,ENGATIVA
60,48167741,7100.0,"Calle 127A #53a-45, Cundinamarca, Colombia",carrera 49a # 145a - 20,ABANDONADO,1617235253923,11001,4.728977753000038,4.7095435,-74.05307337499994,-74.06190769999999,EFECTIVO,SUBA,SUBA
61,48167742,,,cr 87 a 130 c 26 ,ABANDONADO,1617235254519,11001,4.72681812,,-74.08487742,,EFECTIVO,SUBA,
62,48167743,18000.0,cra. 11b #122-25,kr 121c # 129d - 24,CUMPLIDO,1617235254653,11001,4.7338490928270085,4.7005925,-74.10621643066405,-74.0359137,EFECTIVO,SUBA,USAQUEN
63,48167744,,Parque de los Niños,"SAN RAFAEL, cl 5 # 11 - 20",ABANDONADO,1617235254954,68001,7.138727270671507,7.125203699999999,-73.13428815454243,-73.1190775,EFECTIVO,,
64,48167745,15900.0,Acciones Y Valores - Alkosto Venecia,kr 99b # 56i - 9 sur,CANCELADO,1617235255091,11001,4.6390241,4.595603749000078,-74.1948449,-74.13950411199994,EFECTIVO,BOSA,KENNEDY
65,48167746,6800.0,Calle 22C 24-58,kr 12 # 13 - 69,ABANDONADO,1617235259209,11001,4.602980880376934,4.61886,-74.0777313709259,-74.08119,EFECTIVO,SANTA FE,LOS MARTIRES
66,48167747,12000.0,AK 114 # AC 80 (BOGOTA),cl 63  a 21 31 ,CUMPLIDO,1617235259823,11001,4.65171145,4.7211056,-74.07044189,-74.1201948,EFECTIVO,BARRIOS UNIDOS,ENGATIVA
67,48167748,16000.0,CR 10 # 45 51,cr 10 # 45 51,CUMPLIDO,1617235259894,76001,3.45151082,3.3980866,-76.50320073,-76.5391692,EFECTIVO,,
68,48167749,,kr 16b # 17 - 20,kr 24 # 22c - 39,ABANDONADO,1617235261691,11001,4.618547836149364,4.6086207,-74.08055439591406,-74.0793499,EFECTIVO,LOS MARTIRES,LOS MARTIRES
69,48167750,11600.0,CL 6A # 93D - 67,kr 99 # 20 - 21,ABANDONADO,1617235262001,11001,4.674661025451674,4.652353764000054,-74.14241921156645,-74.16269086599993,EFECTIVO,FONTIBON,KENNEDY
70,48167751,7900.0,CL 75A Sur # 1 - 12,cl 67a sur # 11 - 98,ABANDONADO,1617235262343,11001,4.531525803276435,4.516184238594232,-74.11896597594023,-74.10543892532587,EFECTIVO,USME,USME
71,48167752,20400.0,Terminal De Transporte De Bogotá - Salitre,kr 78c # 69b - 20 sur,CANCELADO,1617235262676,11001,4.602029761447794,4.654506000975914,-74.19015448540449,-74.1151246950563,EFECTIVO,BOSA,FONTIBON
72,48167753,6100.0,Calle 66B 70D-42,kr 68c # 77 - 75,ABANDONADO,1617235262772,11001,4.683545971651719,4.67944,-74.08249899744987,-74.09707,EFECTIVO,ENGATIVA,ENGATIVA
73,48167754,16400.0,CL 1 # TV 52C (BOGOTA),cl. 42 b sur # 78 l - 21,CUMPLIDO,1617235262953,11001,4.61808333,4.6116029,-74.16177996,-74.1208007,EFECTIVO,KENNEDY,PUENTE ARANDA
74,48167755,,,"BOLIVAR, carrera 26 # 36 -14",ABANDONADO,1617235263185,68001,7.12087994,,-73.11746737,,VALE,,
75,48167756,15100.0,Universitario San Rafael,kr 10a # 69a - 13,CUMPLIDO,1617235263632,11001,4.6541893,4.5763,-74.0599647,-74.09108,EFECTIVO,CHAPINERO,SAN CRISTOBAL
76,48167757,5000.0,KR 53DBIS # CL 2B (BOGOTA),cl 2g # 39a - 77,CUMPLIDO,1617235267607,11001,4.61163279595313,4.6167826,-74.11154732108116,-74.1191407,EFECTIVO,PUENTE ARANDA,PUENTE ARANDA
77,48167758,28600.0,carrera 154 133-6,kr 71d # 5c - 38,CANCELADO,1617235268638,11001,4.62960166788542,4.74282,-74.1364972293377,-74.12463,EFECTIVO,KENNEDY,SUBA
78,48167759,12900.0,kr 12 # 34b - 15 sur,kr 34 # 9 - 54,ABANDONADO,1617235268608,11001,4.6131246216514015,4.568007074000093,-74.09889701753855,-74.10587008399995,EFECTIVO,PUENTE ARANDA,RAFAEL URIBE URIBE
79,48167760,,,dg. 74 b 6 85,ABANDONADO,1617235269084,11001,4.65682595,,-74.05365155,,EFECTIVO,CHAPINERO,
80,48167761,,,cl. 5b3 # 36b 67,ABANDONADO,1617235272459,76001,3.4274808,,-76.54174162,,EFECTIVO,,
81,48167762,11200.0,Barrio Alqueria,cl 12a # 71b - 41,CUMPLIDO,1617235272575,11001,4.640473290000045,4.599340826550905,-74.12769971199992,-74.13360094399789,EFECTIVO,KENNEDY,PUENTE ARANDA
82,48167763,6600.0,Parque Del Perro,"cl. 10 oe. #36b-151, cali, valle del cauca, colombia",ABANDONADO,1617235272926,76001,3.4325453508319392,3.4357,-76.5517258644104,-76.54493,EFECTIVO,,
83,48167764,7100.0,KR 103A # 16I - 43,ak 103 # 24f - 10,ABANDONADO,1617235273034,11001,4.685191022651102,4.673891452615201,-74.13431089371443,-74.14776317775248,EFECTIVO,FONTIBON,FONTIBON
84,48167765,,,kr 151a # 133 - 17,ABANDONADO,1617235275133,11001,4.7439478377826765,,-74.12197608500719,,EFECTIVO,SUBA,
85,48167766,7800.0,Cl. 70 #8,cl 64 a # 6 - 55,ABANDONADO,1617235276276,76001,3.464778992700593,3.4474437,-76.4888770133257,-76.4896345,EFECTIVO,,
86,48167767,6500.0,AC 68 Sur # 69 - 10,tv 22 # 69c - 13 sur,ABANDONADO,1617235277616,11001,4.565112601330954,4.583103367104023,-74.15477178990841,-74.15850408375263,EFECTIVO,CIUDAD BOLIVAR,CIUDAD BOLIVAR
87,48167768,5900.0,kr 87c # 68b - 27 sur,cl 56 sur # 81a - 90,CANCELADO,1617235277902,11001,4.617710696118814,4.621619254000052,-74.1786441206932,-74.19408669699993,EFECTIVO,KENNEDY,BOSA
88,48167769,,,cl 79 # 15 - 51,ABANDONADO,1617235279580,11001,4.665609218196425,,-74.05820991843939,,EFECTIVO,CHAPINERO,
89,48167770,7800.0,Avenida Calle 68 39-39,ak 50 # 91 - 22,ABANDONADO,1617235279820,11001,4.679904323562602,4.66519,-74.06491845846176,-74.07768,VALE,BARRIOS UNIDOS,BARRIOS UNIDOS
90,48167771,6500.0,AC 68 Sur # 69 - 10,tv 22 # 69c - 13 sur,ABANDONADO,1617235280224,11001,4.565112601330954,4.583103367104023,-74.15477178990841,-74.15850408375263,EFECTIVO,CIUDAD BOLIVAR,CIUDAD BOLIVAR
91,48167772,15300.0,Tv 14t # 68b - 78 sur,cl 22 sur # 10 - 78,ABANDONADO,1617235280104,11001,4.576571987005287,4.523189773254686,-74.09535214304924,-74.12223424762487,EFECTIVO,ANTONIO NARINO,USME
92,48167773,18900.0,Kr 115c # 65b - 18,cl 20b # 43a - 60,ABANDONADO,1617235280685,11001,4.628889859387911,4.711507159000064,-74.09932482987642,-74.13740634099992,VALE,PUENTE ARANDA,ENGATIVA
93,48167774,10800.0,Diagonal 30 33a-35,carrera 50 13e-56,CUMPLIDO,1617235280923,76001,3.40767,3.42196,-76.53141,-76.50724,EFECTIVO,,
94,48167775,,,cl 8 a # 32 - 47,ABANDONADO,1617235281599,11001,4.61075098,,-74.09826438,,EFECTIVO,PUENTE ARANDA,
95,48167776,6600.0,AK 19 # 125 - 34,kr 13a # 127a - 35,CUMPLIDO,1617235283101,11001,4.706452364886544,4.704915156000084,-74.03995279222727,-74.04872073599995,EFECTIVO,USAQUEN,USAQUEN
96,48167777,12300.0,CL 39 Sur # 11A - 57,kr 17k # 70a - 26 sur,ABANDONADO,1617235284825,11001,4.546970985103762,4.565767657477712,-74.14077568799257,-74.1095906496048,EFECTIVO,CIUDAD BOLIVAR,RAFAEL URIBE URIBE
97,48167778,18100.0,Cl. 12a #71b-61,ak 45 # 108 - 27,ABANDONADO,1617235285521,11001,4.69602894819651,4.640941100000001,-74.05658215284348,-74.1281386,TARJETA,SUBA,KENNEDY
98,48167779,5000.0,CL 40B BIS Sur # 11 - 59 Este,kr 12 este # 51a - 77 sur,CANCELADO,1617235284772,11001,4.537741749960287,4.547777376000056,-74.08943552523851,-74.0855897749999,EFECTIVO,SAN CRISTOBAL,SAN CRISTOBAL
99,48167780,13600.0,calle 67a sur 18p,cl 65j sur # 78c - 57,ABANDONADO,1617235288591,11001,4.602152745274053,4.55476,-74.18675512075424,-74.14712,EFECTIVO,BOSA,CIUDAD BOLIVAR
100,48167781,13600.0,calle 67a sur 18p,cl 65j sur # 78c - 63,ABANDONADO,1617235289548,11001,4.6022259340084055,4.55476,-74.18676048517227,-74.14712,EFECTIVO,BOSA,CIUDAD BOLIVAR
101,48167782,9000.0,CL 122 # KR 50 (BOGOTA),cra 56 152 37 ,CUMPLIDO,1617235290034,11001,4.73659691,4.7035879,-74.05993817,-74.0587911,EFECTIVO,SUBA,SUBA
102,48167783,22600.0,CL 84 Sur # 14C - 51,kr 84c # 58c - 7 sur,ABANDONADO,1617235291304,11001,4.618943513967636,4.509430812000062,-74.18480783700943,-74.11739020099992,EFECTIVO,BOSA,USME
103,48167784,10400.0,Carrera 29a #40-40,"cra. 29a 1 ##12b-27, cali, valle del cauca, colombia",CUMPLIDO,1617235291624,76001,3.4302230407201013,3.4217642,-76.52860555797815,-76.5006431,EFECTIVO,,
104,48167785,14500.0,CL 4 BIS # 53C - 28,cl 55 # 78 - 74,CUMPLIDO,1617235292071,11001,4.679570833462045,4.618800452000073,-74.11129049956799,-74.11663247399991,EFECTIVO,ENGATIVA,PUENTE ARANDA
105,48167786,17200.0,Calle 128B 93-61,cl 172 # 22a - 34,CUMPLIDO,1617235292584,11001,4.75265347624728,4.72309,-74.0449608117342,-74.09293,EFECTIVO,USAQUEN,SUBA
106,48167787,0.0,KR 102 # 83 - 96,kr 13 # 48 - 61,CANCELADO,1617235293010,11001,4.635853855498835,4.716799878000074,-74.06591556966305,-74.1083436369999,EFECTIVO,CHAPINERO,ENGATIVA
107,48167788,23800.0,CL 75 # KR 19 (CALI),cr 2 # 13 oeste 87,CUMPLIDO,1617235293094,76001,3.44938191,3.4437244,-76.55467027,-76.4817058,EFECTIVO,,
108,48167789,,,calle 70b sur 77j - 36,ABANDONADO,1617235296528,11001,4.59990351,,-74.19292327,,EFECTIVO,BOSA,
109,48167790,26400.0,CL 8 # 12A - 221,cl 64c # 113f - 64,CUMPLIDO,1617235297264,11001,4.71131316434234,4.6962652,-74.13894440978765,-74.1736241,EFECTIVO,ENGATIVA,
110,48167791,,KR 111 # 143 - 27,cl 142c # 151a - 5,ABANDONADO,1617235297558,11001,4.7510760781743855,4.7481157322904,-74.12225469946861,-74.10064782947302,EFECTIVO,SUBA,SUBA
111,48167792,7700.0,Centro Comercial Unicentro,cl 134a # 16 - 50,ABANDONADO,1617235297773,11001,4.718138341706418,4.702219729361332,-74.04393285512924,-74.0414447709918,TARJETA,USAQUEN,USAQUEN
112,48167793,,,carrera 14b    119    -- 63,ABANDONADO,1617235298238,11001,4.69982606,,-74.04220205,,EFECTIVO,USAQUEN,
113,48167794,6600.0,KR 106A # 156 - 98,cl 157c # 91 - 86,CUMPLIDO,1617235298881,11001,4.7545840381764455,4.757424369000091,-74.07898999750614,-74.09206310799993,EFECTIVO,SUBA,SUBA
114,48167795,27900.0,kr 13f # 55a - 9 sur,cl 134b # 50 - 34,ABANDONADO,1617235299103,11001,4.72094778521837,4.56332969500005,-74.05638333410025,-74.12957002399992,VALE,SUBA,TUNJUELITO
115,48167796,,,kr 15 # 17 - 54,ABANDONADO,1617235299640,11001,4.607620156940829,,-74.07773304730654,,EFECTIVO,LOS MARTIRES,
116,48167797,15200.0,Barrio Boita,kr 18a # 73 - 29 sur,ABANDONADO,1617235302257,11001,4.544280836018263,4.603580552312068,-74.14307367056608,-74.15451315067898,EFECTIVO,CIUDAD BOLIVAR,KENNEDY
117,48167798,6800.0,Calle 22C 24-58,kr 12 # 13 - 69,ABANDONADO,1617235303112,11001,4.602980880376934,4.61886,-74.0777313709259,-74.08119,EFECTIVO,SANTA FE,LOS MARTIRES
118,48167799,11200.0,carrera 22f # 62 - 12 sur,cl 16 sur # 16 - 69,ABANDONADO,1617235303812,11001,4.585331168007043,4.567992587000049,-74.09925442188978,-74.1461372309999,EFECTIVO,ANTONIO NARINO,CIUDAD BOLIVAR
119,48167800,15200.0,Barrio Boita,kr 18a # 73 - 29 sur,ABANDONADO,1617235304262,11001,4.544280836018263,4.603580552312068,-74.14307367056608,-74.15451315067898,EFECTIVO,CIUDAD BOLIVAR,KENNEDY
120,48167801,12400.0,KR 22 # 87 - 25,kr 11 # 140 - 52,CUMPLIDO,1617235305968,11001,4.719898313000044,4.675577168981602,-74.03484764699994,-74.06117183668711,EFECTIVO,USAQUEN,BARRIOS UNIDOS
121,48167802,0.0,CL 67 Sur # 81D - 10,cl 9 # 25a - 10,ABANDONADO,1617235307216,11001,4.6065677837192895,4.611275546009711,-74.09175898879766,-74.19038247317076,EFECTIVO,LOS MARTIRES,BOSA
122,48167803,12100.0,CL 39 Sur # 11B - 4,kr 17l # 70a - 22 sur,ABANDONADO,1617235307784,11001,4.546936226128806,4.565850207878278,-74.14109386503696,-74.10961646586655,EFECTIVO,CIUDAD BOLIVAR,RAFAEL URIBE URIBE
123,48167804,0.0,KR 55 # 149 - 9,cl 7b # 19a - 18,ABANDONADO,1617235308429,11001,4.602786378998666,4.732764666000094,-74.08912640064955,-74.05833323599995,EFECTIVO,LOS MARTIRES,SUBA
124,48167805,6100.0,Calle 66B 70D-42,kr 68c # 77 - 75,ABANDONADO,1617235310386,11001,4.683545971651719,4.67944,-74.08249899744987,-74.09707,EFECTIVO,ENGATIVA,ENGATIVA
125,48167806,,Parque de los Niños,"SAN RAFAEL, san rafael, cl 5 # 11 - 20",ABANDONADO,1617235310585,68001,7.138727270671507,7.125203699999999,-73.13428815454243,-73.1190775,EFECTIVO,,
126,48167807,6600.0,Calle 19A # 82 - 65,cl 18 # 97 - 35,CUMPLIDO,1617235311084,11001,4.672006446713454,4.661562294000078,-74.14335161447525,-74.13279066099994,EFECTIVO,FONTIBON,FONTIBON
127,48167808,,,carrera 49a 100 -- 3,CANCELADO,1617235311853,11001,4.68803443,,-74.06074294,,EFECTIVO,SUBA,
128,48167809,12500.0,KR 53 # 128A - 52,kr 23 # 71a - 20,ABANDONADO,1617235312314,11001,4.66201192111776,4.7142305600000896,-74.06676515936852,-74.05956017799991,EFECTIVO,BARRIOS UNIDOS,SUBA
129,48167810,10400.0,KR 13A # 60 - 72,cl 79 # 68g - 15,ABANDONADO,1617235312793,11001,4.684953771984086,4.64766,-74.08173188567162,-74.064367,TARJETA,ENGATIVA,CHAPINERO
130,48167811,9300.0,CL 6B # 81B - 51,cl 48 sur # 86 - 41,CANCELADO,1617235313974,11001,4.627296809325407,4.639481523000086,-74.17523335665463,-74.15336704099991,EFECTIVO,KENNEDY,KENNEDY
