ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
46536297,NULL,167649,180,NULL,NULL,158586453195194119215,NULL,34200,60,NULL,"CL 77 Sur # 14A - 60",CANCELADO,1612138384108,"2021-02-01 00:13:04",NULL,11001,NULL,NULL,NULL,4.738455427234059,4.5379342140000745,-74.076061360538,-74.13487410399995,EFECTIVO,NULL,APP,FUZ761,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9189750,NULL,NULL,158586453195194119215,NULL,"CASA BLANCA SUBA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536298,126,160707,90,NULL,NULL,150101525838226440547,NULL,6000,60,,"CL 132ABISA # KR 92 (BOGOTA)",CUMPLIDO,1612138386105,"2021-02-01 00:13:06",NULL,11001,17341768,NULL,CASA,4.72730781,4.7321587,-74.08477055,-74.0869871,EFECTIVO,,RECEPCION,VED057,5,NULL,NORMAL,TIEMPO_RUTA,,0,8960604,NULL,8960604,150101525838226440547,"Pago definido/preliquidado por 6000","SUBA LOS NARANJOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536299,NULL,164235,180,4,NULL,156745378171997818415,NULL,16500,60,NULL,"4.631243,-74.062411",CUMPLIDO,1612138391159,"2021-02-01 00:13:11",NULL,11001,NULL,NULL,NULL,4.6957944,4.631243,-74.0359675,-74.062411,TARJETA,NULL,APP,ESL631,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9415122,NULL,NULL,156745378171997818415,"Pago definido/preliquidado por 16500","SANTA BARBARA CENTRAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536300,NULL,163614,90,NULL,NULL,153054875585999143150,NULL,8800,60,NULL,"CL 134B # KR 11B (BOGOTA)",CUMPLIDO,1612138391294,"2021-02-01 00:13:11",NULL,11001,17341773,NULL,NULL,4.7340937,4.7162015,-74.04654846,-74.0374312,EFECTIVO,NULL,IVR,SWT048,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,690789,NULL,690789,153054875585999143150,"Pago definido/preliquidado por 8800","CEDRO BOLIVAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536301,NULL,152813,180,NULL,NULL,161268914335977446413,NULL,11700,60,NULL,"carrera 98c # 56g - 51 sur",CANCELADO,1612138393543,"2021-02-01 00:13:13",NULL,11001,NULL,NULL,NULL,4.648236759751399,4.638372986000093,-74.16791025549173,-74.19399125599995,EFECTIVO,NULL,APP,VEX798,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9073472,NULL,NULL,161268914335977446413,NULL,"LOS PANTANOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536302,NULL,125626,180,4,NULL,149633582800816467350,NULL,20400,60,NULL,"KR 113 # AC 26 (BOGOTA)",CUMPLIDO,1612138394453,"2021-02-01 00:13:14",NULL,11001,NULL,NULL,NULL,4.68282753459596,4.698364,-74.0840556845069,-74.141208,EFECTIVO,NULL,APP,VEY221,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9019253,NULL,NULL,149633582800816467350,"Pago definido/preliquidado por 20400","LAS FERIAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536303,NULL,157338,180,3,NULL,158539961164475747257,NULL,7000,60,NULL,"TV 81D # DG 38 SUR (BOGOTA)",CUMPLIDO,1612138395043,"2021-02-01 00:13:15",NULL,11001,NULL,NULL,NULL,4.625557383042171,4.63067345728777,-74.16347052901983,-74.15920630476948,EFECTIVO,NULL,APP,WPL918,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8762163,NULL,NULL,158539961164475747257,"Pago definido/preliquidado por 7000","EL OLIVO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536304,NULL,114339,180,5,NULL,152423156477692152641,NULL,21800,60,NULL,"KR 108 # DG 68B (BOGOTA)",CUMPLIDO,1612138399531,"2021-02-01 00:13:19",NULL,11001,NULL,NULL,NULL,4.596341736274711,4.703338350000081,-74.1214507073164,-74.12726059599993,EFECTIVO,NULL,APP,VDX799,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8740760,NULL,NULL,152423156477692152641,"Pago definido/preliquidado por 21800","AUTOPISTA MUZU 0RIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536305,NULL,123269,180,NULL,NULL,158549115847782944145,NULL,8500,60,NULL,"AC 153 # 110 - 58",CANCELADO,1612138402039,"2021-02-01 00:13:22",NULL,11001,NULL,NULL,NULL,4.750069689000043,4.756822570000054,-74.10997611699992,-74.09558372399994,EFECTIVO,NULL,APP,TAY283,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8984823,NULL,NULL,158549115847782944145,NULL,"URBANIZACION SABANA DE TIBABUYES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536306,NULL,156029,180,5,NULL,111354870524023017072,NULL,18200,60,NULL,"CL 173 # KR 8 (BOGOTA)",CUMPLIDO,1612138409184,"2021-02-01 00:13:29",NULL,11001,NULL,NULL,NULL,4.684609037000087,4.75078839726396,-74.06911895099995,-74.02776818722488,EFECTIVO,NULL,APP,ESN645,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,4661665,NULL,NULL,111354870524023017072,"Pago definido/preliquidado por 18200","LOS ANDES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536307,NULL,130494,90,NULL,NULL,100991569165424797472,NULL,25000,60,NULL,"4.7483546,-74.0495865",CUMPLIDO,1612138416596,"2021-02-01 00:13:36",NULL,11001,17341774,NULL,NULL,4.62409088,4.7483546,-74.11782045,-74.0495865,EFECTIVO,NULL,IVR,WMK421,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,640444,NULL,640444,100991569165424797472,"Pago definido/preliquidado por 25000","LA TRINIDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536308,NULL,160645,180,NULL,NULL,150723704831956321813,NULL,23000,60,NULL,"Bosa La Despensa Calle 53 #12 -06",CANCELADO,1612138417542,"2021-02-01 00:13:37",NULL,11001,NULL,NULL,NULL,4.642459880415608,4.59684,-74.09958064556122,-74.1888,EFECTIVO,NULL,APP,FUZ711,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8959541,NULL,NULL,150723704831956321813,NULL,"CIUDAD SALITRE NOR-ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536309,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,"Centro Educativo Distrital Brasilia - Bosa",ABANDONADO,1612138423122,"2021-02-01 00:13:43",NULL,11001,NULL,NULL,NULL,4.495674612516049,4.62794989200006,-74.11924660205841,-74.1815737729999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,257265,NULL,NULL,NULL,NULL,BRASUELOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536310,NULL,NULL,180,NULL,NULL,NULL,NULL,7000,60,NULL,"Barrio El Tesoro",CANCELADO,1612138423276,"2021-02-01 00:13:43",NULL,11001,NULL,NULL,NULL,4.532709972315398,4.536537760628393,-74.1464438661933,-74.14903057438818,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,8888367,NULL,NULL,NULL,NULL,"EL TESORO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536311,NULL,165156,90,NULL,NULL,158695977138343135818,NULL,12000,60,NULL,"KR 17A ESTE # CL 41B SUR (BOGOTA)",CUMPLIDO,1612138425430,"2021-02-01 00:13:45",NULL,11001,17341779,NULL,"CNJ, PORTICO DE SAN RAFAEL PORTERIA 1",4.58487219,4.5460892,-74.07993643,-74.0791134,EFECTIVO,NULL,IVR,GUV421,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,3870357,NULL,3870357,158695977138343135818,"Pago definido/preliquidado por 12000","LAS CRUCES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536312,NULL,142943,90,NULL,NULL,118160965008540116342,NULL,5000,32,"LAUREANO GOMEZ","CL 53 # KR 32A (CALI)",CUMPLIDO,1612138430411,"2021-02-01 00:13:50",NULL,76001,Sip/Cali_4444444,NULL,,3.41307918,3.4119296,-76.49706392,-76.4940883,EFECTIVO,NULL,IVR,WMX901,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4320986,NULL,4320986,118160965008540116342,"Pago definido/preliquidado por 5000","LAUREANO GOMEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536313,NULL,174695,180,NULL,NULL,152665396360549506579,NULL,7100,60,NULL,"Calle 69C # 105F - 22",CANCELADO,1612138432496,"2021-02-01 00:13:52",NULL,11001,NULL,NULL,NULL,4.695261403785909,4.7035936110000875,-74.12212293595076,-74.12306451899991,EFECTIVO,NULL,APP,ESK659,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8852889,NULL,NULL,152665396360549506579,NULL,ALAMOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536314,121,5179,90,NULL,NULL,161772391795534198627,NULL,9000,60,,"KR 67 # CL 10A (BOGOTA)",CUMPLIDO,1612138435089,"2021-02-01 00:13:55",NULL,11001,17341770,NULL,CASA,4.63160246,4.633122,-74.13426103,-74.1190176,EFECTIVO,,RECEPCION,TAS856,5,NULL,NORMAL,TIEMPO_RUTA,,0,8879875,NULL,8879875,161772391795534198627,"Pago definido/preliquidado por 9000",MARSELLA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536315,NULL,172202,180,NULL,NULL,159172186519957249111,NULL,NULL,60,NULL,NULL,CANCELADO,1612138436411,"2021-02-01 00:13:56",NULL,11001,NULL,NULL,NULL,4.643677446000083,NULL,-74.16995190299993,NULL,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,7856938,NULL,NULL,159172186519957249111,NULL,"LAS PALMERAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536316,NULL,166116,90,NULL,NULL,155862793611923965665,NULL,10500,60,NULL,"KR 87B # AC 8 (BOGOTA)",CUMPLIDO,1612138438340,"2021-02-01 00:13:58",NULL,11001,NULL,NULL,NULL,4.6126652,4.6467008,-74.1491121,-74.1518426,EFECTIVO,NULL,CHAT_BOT,TUN397,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,9413685,NULL,NULL,155862793611923965665,"Pago definido/preliquidado por 10500","TIMIZA A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536317,NULL,143295,180,5,NULL,148357293606752360969,NULL,18600,60,NULL,"KR 55 # CL 152A (BOGOTA)",CUMPLIDO,1612138440482,"2021-02-01 00:14:00",NULL,11001,NULL,NULL,NULL,4.737295660305151,4.7377165,-74.10312082618474,-74.0570506,VALE,9953628,APP,WEU822,5,0,NORMAL,TIEMPO_RUTA,NORMAL,0,4722776,NULL,NULL,148357293606752360969,"Pago definido/preliquidado por 18600","VILLA MARIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536318,NULL,NULL,180,NULL,NULL,NULL,NULL,11400,60,NULL,"DG 62H BIS Sur # 74A - 35",CANCELADO,1612138441311,"2021-02-01 00:14:01",NULL,11001,NULL,NULL,NULL,4.563519742920151,4.587667911804132,-74.15184549987316,-74.17276337742805,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9067377,NULL,NULL,NULL,NULL,"SIN BARRIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536319,NULL,150239,90,NULL,NULL,106210851683003117264,NULL,17000,60,,"CL 19A # KR 92 (BOGOTA)",CUMPLIDO,1612138444237,"2021-02-01 00:14:04",NULL,11001,17341781,NULL,CASA,4.69600933,4.6662531,-74.07552172,-74.1365576,EFECTIVO,NULL,IVR,WPN115,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,9306459,NULL,9306459,106210851683003117264,"Pago definido/preliquidado por 17000","SANTA ROSA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536320,NULL,2593,180,NULL,NULL,155941151342956419493,NULL,13500,60,NULL,"KR 54B # DG 50 SUR (BOGOTA)",CUMPLIDO,1612138447491,"2021-02-01 00:14:07",NULL,11001,NULL,NULL,NULL,4.643023301168782,4.591564910000046,-74.13720164448023,-74.14302347299991,EFECTIVO,NULL,APP,TUO422,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8719442,NULL,NULL,155941151342956419493,"Pago definido/preliquidado por 13500","VILLA ALSACIA 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536321,548,160718,90,NULL,NULL,154991411145133598539,NULL,14300,60,NULL,"CL 57N SUR # KR 75G (BOGOTA)",CUMPLIDO,1612138449692,"2021-02-01 00:14:09",NULL,11001,17341776,NULL,CASA,4.62016069,4.5981492,-74.12158987,-74.1761983,EFECTIVO,,RECEPCION,SMX982,5,NULL,NORMAL,TIEMPO_RUTA,,0,3043545,NULL,3043545,154991411145133598539,"Pago definido/preliquidado por 14300",GALAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536322,NULL,144282,180,5,NULL,159159981778899911811,NULL,12300,60,NULL,"CL 23B # KR 75 (BOGOTA)",CUMPLIDO,1612138455789,"2021-02-01 00:14:15",NULL,11001,NULL,NULL,NULL,4.6514127366422535,4.6637,-74.15647968649864,-74.12238,EFECTIVO,NULL,APP,WPO573,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8707716,NULL,NULL,159159981778899911811,"Pago definido/preliquidado por 12300","CAMPO ALEGRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536323,NULL,141418,180,5,NULL,150972641958259193997,NULL,16600,60,NULL,"KR 38A # CL 3ABIS (BOGOTA)",CUMPLIDO,1612138457405,"2021-02-01 00:14:17",NULL,11001,NULL,NULL,NULL,4.641840873515861,4.61025,-74.0614874853311,-74.1084,EFECTIVO,NULL,APP,WDG893,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8352171,NULL,NULL,150972641958259193997,"Pago definido/preliquidado por 16600","BOSQUE CALDERON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536324,NULL,169684,90,NULL,NULL,158774428237614414443,NULL,7400,60,NULL,"DG 3ABIS # KR 2 ESTE (BOGOTA)",CUMPLIDO,1612138458715,"2021-02-01 00:14:18",NULL,11001,17341783,NULL,CASA,4.59671496,4.5880759,-74.06914589,-74.0724777,EFECTIVO,NULL,IVR,ESN027,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,1397662,NULL,1397662,158774428237614414443,"Pago definido/preliquidado por 7400","LA CONCORDIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536325,NULL,104266,180,NULL,NULL,159724141519547173154,NULL,9900,60,NULL,"Carrera 88I BIS # 59 - 42 Sur",CANCELADO,1612138460587,"2021-02-01 00:14:20",NULL,11001,NULL,NULL,NULL,4.619681391000086,4.627831689000061,-74.1709487359999,-74.19172291399991,TARJETA,NULL,APP,WHQ989,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9083706,NULL,NULL,159724141519547173154,NULL,"EL ALMENAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536326,NULL,125216,90,NULL,NULL,159218748961454474124,NULL,5000,60,SINSONTE,"DG 2BIS # KR 13 (BOGOTA)",CUMPLIDO,1612138461434,"2021-02-01 00:14:21",NULL,11001,17341782,NULL,CASA,4.57806395,4.5929359,-74.1127808,-74.086588,EFECTIVO,NULL,IVR,TSP000,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,3715280,NULL,3715280,159218748961454474124,"Pago definido/preliquidado por 5000",QUIROGA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536327,NULL,109682,180,5,NULL,161125861837181133256,NULL,9700,60,NULL,"KR 14 ESTE # CL 14 SUR (BOGOTA)",CUMPLIDO,1612138462681,"2021-02-01 00:14:22",NULL,11001,NULL,NULL,NULL,4.585119951657819,4.56981,-74.1003568097949,-74.07632,EFECTIVO,NULL,APP,TUO412,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8875822,NULL,NULL,161125861837181133256,"Pago definido/preliquidado por 9700",RESTREPO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536328,NULL,114032,180,NULL,NULL,161813326489878812955,NULL,7500,60,NULL,"CL 101 # KR 21 (BOGOTA)",CUMPLIDO,1612138464712,"2021-02-01 00:14:24",NULL,11001,NULL,NULL,NULL,4.699654138916444,4.687184208000076,-74.05109401792288,-74.05393997999994,EFECTIVO,NULL,APP,WCN200,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,7842231,NULL,NULL,161813326489878812955,"Pago definido/preliquidado por 7500","SANTA BARBARA OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536329,NULL,164504,180,NULL,NULL,109138682597956527734,NULL,12600,60,NULL,"Calle 32 Sur 71F-70",CANCELADO,1612138465747,"2021-02-01 00:14:25",NULL,11001,NULL,NULL,NULL,4.603968759408684,4.61695,-74.1801320761442,-74.1393,EFECTIVO,NULL,APP,TSN313,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8771638,NULL,NULL,109138682597956527734,NULL,"JOSE ANTONIO GALAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536330,NULL,125936,180,NULL,NULL,150309358009267960044,NULL,NULL,60,NULL,NULL,CANCELADO,1612138467018,"2021-02-01 00:14:27",NULL,11001,NULL,NULL,NULL,4.6326537475631175,NULL,-74.08931616693735,NULL,EFECTIVO,NULL,APP,TUO160,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8316708,NULL,NULL,150309358009267960044,NULL,"EL RECUERDO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536331,NULL,125820,180,5,NULL,110126954320494952492,NULL,18600,60,NULL,"KR 112 # CL 22K (BOGOTA)",CUMPLIDO,1612138467029,"2021-02-01 00:14:27",NULL,11001,NULL,NULL,NULL,4.719057226123733,4.6864507,-74.11538690328598,-74.1456798,EFECTIVO,NULL,APP,TUN176,4.5,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8778740,NULL,NULL,110126954320494952492,"Pago definido/preliquidado por 18600",BOLIVIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536332,NULL,5971,90,NULL,NULL,155795556733195517228,NULL,7000,60,NULL,"KR 40C # CL 9A SUR (BOGOTA)",CUMPLIDO,1612138471443,"2021-02-01 00:14:31",NULL,11001,17341784,NULL,NULL,4.61686576,4.6056798,-74.1148866,-74.1171535,EFECTIVO,NULL,IVR,VFB124,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,3710683,NULL,3710683,155795556733195517228,"Pago definido/preliquidado por 7000",BARCELONA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536333,NULL,131130,180,4,NULL,158964412344612719191,NULL,12000,60,NULL,"CL 53BIS SUR # KR 87H (BOGOTA)",CUMPLIDO,1612138473476,"2021-02-01 00:14:33",NULL,11001,NULL,NULL,NULL,4.495674612516049,4.62794989200006,-74.11924660205841,-74.1815737729999,EFECTIVO,NULL,APP,WHT229,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,257265,NULL,NULL,158964412344612719191,"Pago definido/preliquidado por 12000",BRASUELOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536334,NULL,173713,180,5,NULL,158621637633276315915,NULL,24300,60,NULL,"CL 62 # AK 14 (BOGOTA)",CUMPLIDO,1612138475930,"2021-02-01 00:14:36",NULL,11001,NULL,NULL,NULL,4.532616054378909,4.649101,-74.08709093928337,-74.064458,EFECTIVO,NULL,APP,GUV890,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8767798,NULL,NULL,158621637633276315915,"Pago definido/preliquidado por 24300","LOS LIBERTADORES DE SAN IGNACIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536335,NULL,108265,180,5,NULL,151550627275461902820,NULL,7000,60,NULL,"CL 65BBIS SUR # KR 81F (BOGOTA)",CUMPLIDO,1612138478990,"2021-02-01 00:14:39",NULL,11001,NULL,NULL,NULL,4.605882353387495,4.61132,-74.19589910656214,-74.18865,EFECTIVO,NULL,APP,VEM991,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9017900,NULL,NULL,151550627275461902820,"Pago definido/preliquidado por 7000","EL RETAZO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536336,NULL,156212,90,NULL,NULL,153444456514444853677,NULL,9000,60,"RAFAEL NU","KR 32 # AC 23 (BOGOTA)",CUMPLIDO,1612138479508,"2021-02-01 00:14:39",NULL,11001,17341785,NULL,"COJ RAFEL NUÑEZ IV // P PAL",4.64236831,4.6254334,-74.08828775,-74.085188,EFECTIVO,NULL,IVR,ESL785,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,707303,NULL,707303,153444456514444853677,"Pago definido/preliquidado por 9000","RAFAEL NU��EZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536337,NULL,105817,180,5,NULL,152269824670538648493,NULL,24800,60,NULL,"KR 80Q # CL 73A SUR (BOGOTA)",CUMPLIDO,1612138481998,"2021-02-01 00:14:42",NULL,11001,NULL,NULL,NULL,4.5785407984911,4.61013,-74.08070091158152,-74.19818,EFECTIVO,NULL,APP,VEC562,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,7859616,NULL,NULL,152269824670538648493,"Pago definido/preliquidado por 24800",N.N.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536338,NULL,126445,180,NULL,NULL,157124287781837469235,NULL,11500,60,NULL,"Colegio Distrital Santa Bárbara",CANCELADO,1612138489644,"2021-02-01 00:14:49",NULL,11001,NULL,NULL,NULL,4.561393809517864,4.55571,-74.11799501627684,-74.14676,EFECTIVO,NULL,APP,WDD918,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9206690,NULL,NULL,157124287781837469235,NULL,"SIN BARRIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536339,NULL,164231,90,NULL,NULL,112751197731980124039,NULL,NULL,60,NULL,NULL,CANCELADO,1612138492546,"2021-02-01 00:14:52",NULL,11001,NULL,NULL,NULL,4.720202223000058,NULL,-74.04529123299994,NULL,VALE,9986494,WEB,VEC900,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,176,NULL,NULL,112751197731980124039,NULL,"EL CONTADOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536340,159,140337,90,NULL,NULL,158256946666859771991,NULL,10000,60,,"CL 120 # AK 45 (BOGOTA)",CUMPLIDO,1612138494452,"2021-02-01 00:14:54",NULL,11001,17341777,NULL,CASA,4.63615591,4.7014082,-74.17303212,-74.055173,EFECTIVO,,RECEPCION,WNU285,5,NULL,NORMAL,TIEMPO_RUTA,,0,9467510,NULL,9467510,158256946666859771991,"Pago definido/preliquidado por 10000","LAS VEGAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536341,NULL,151417,180,5,NULL,100264063721463756788,NULL,16000,60,NULL,"KR 92 # CL 75 SUR (BOGOTA)",CUMPLIDO,1612138494903,"2021-02-01 00:14:55",NULL,11001,NULL,NULL,NULL,4.570469004625715,4.62592857900006,-74.09160744398832,-74.20780014999991,EFECTIVO,NULL,APP,VEU522,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9343293,NULL,NULL,100264063721463756788,"Pago definido/preliquidado por 16000","URBANIZACION PADUA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536342,NULL,126473,180,5,NULL,152002178479044439100,NULL,12700,60,NULL,"KR 55A # DG 52A SUR (BOGOTA)",CUMPLIDO,1612138495802,"2021-02-01 00:14:55",NULL,11001,NULL,NULL,NULL,4.64230014420088,4.587768506581408,-74.12848077714443,-74.14391990751028,EFECTIVO,NULL,APP,WDD844,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8769298,NULL,NULL,152002178479044439100,"Pago definido/preliquidado por 12700","VILLA ALSACIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46536343,NULL,172202,180,5,NULL,159172186519957249111,NULL,12000,60,NULL,"KR 92 # CL 72 SUR (BOGOTA)",CUMPLIDO,1612138501264,"2021-02-01 00:15:01",NULL,11001,NULL,NULL,NULL,4.643677446000083,4.6278196,-74.16995190299993,-74.2011232,EFECTIVO,NULL,APP,TUP014,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,7856938,NULL,NULL,159172186519957249111,"Pago definido/preliquidado por 12000","LAS PALMERAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
